,expedition,accession,extracted,3RAD,family,genus,species_epithet,locality,date,latitude,longitude,elevation,county,location,locality_habitat,crano_site_id,plant_description,RNA,historical,Photo notes,HUH,NYBG,KIB,notes
579,"2019 Eaton, McKenzie, Meek, Jin",DE579,,,Orobanchaceae,Pedicularis,szetschuanica,120,7/12/2019,"31˚43'30"" N","100˚44'40"" E",4121,-,"Off of G317 between Luhuo and Wenda, on old side road that goes around tunnel.",High alpine meadow with scattered shrubs near a stream.,,-,,,,1,1,1,
580,"2019 Eaton, McKenzie, Meek, Jin",DE580,x,x,Orobanchaceae,Pedicularis,lachnoglossa,120,7/12/2019,"31˚43'30"" N","100˚44'40"" E",4121,-,"Off of G317 between Luhuo and Wenda, on old side road that goes around tunnel.",High alpine meadow with scattered shrubs near a stream.,,-,,,,1,1,1,
581,"2019 Eaton, McKenzie, Meek, Jin",DE581,x,x,Orobanchaceae,Pedicularis,rhinanthoides,120,7/12/2019,"31˚43'30"" N","100˚44'40"" E",4121,-,"Off of G317 between Luhuo and Wenda, on old side road that goes around tunnel.",High alpine meadow with scattered shrubs near a stream.,,-,,,,1,0,1,
582,"2019 Eaton, McKenzie, Meek, Jin",DE582,,,Orobanchaceae,Pedicularis,souliei,120,7/12/2019,"31˚43'30"" N","100˚44'40"" E",4121,-,"Off of G317 between Luhuo and Wenda, on old side road that goes around tunnel.",High alpine meadow with scattered shrubs near a stream.,,-,,1997,,0,0,1,
583,"2019 Eaton, McKenzie, Meek, Jin",DE583,x,x,Orobanchaceae,Pedicularis,decorissima,120,7/12/2019,"31˚43'30"" N","100˚44'40"" E",4121,-,"Off of G317 between Luhuo and Wenda, on old side road that goes around tunnel.",High alpine meadow with scattered shrubs near a stream.,,-,,,,0,0,1,
584,"2019 Eaton, McKenzie, Meek, Jin",DE584,x,x,Orobanchaceae,Pedicularis,kansuensis,121,7/12/2019,"31˚43'29"" N","100˚44'33.6"" E",4049,-,"Off of G317 between Luhuo and Wenda, on old side road that goes around tunnel.",Kobresia meadow on slope.,,-,,1997,,1,1,1,
585,"2019 Eaton, McKenzie, Meek, Jin",DE585,,,Orobanchaceae,Pedicularis,cranolopha,121,7/12/2019,"31˚43'29"" N","100˚44'33.6"" E",4049,-,"Off of G317 between Luhuo and Wenda, on old side road that goes around tunnel.",Kobresia meadow on slope.,,-,,,,1,1,1,
586,"2019 Eaton, McKenzie, Meek, Jin",DE586,,,Orobanchaceae,Pedicularis,anas,121,7/12/2019,"31˚43'29"" N","100˚44'33.6"" E",4049,-,"Off of G317 between Luhuo and Wenda, on old side road that goes around tunnel.",Kobresia meadow on slope.,,yellow,,,,1,1,1,
587,"2019 Eaton, McKenzie, Meek, Jin",DE587,,,Orobanchaceae,Pedicularis,ingens,121,7/12/2019,"31˚43'29"" N","100˚44'33.6"" E",4049,-,"Off of G317 between Luhuo and Wenda, on old side road that goes around tunnel.",Kobresia meadow on slope.,,-,,,,1,1,1,
588,"2019 Eaton, McKenzie, Meek, Jin",DE588,,,Orobanchaceae,Pedicularis,densispica,121,7/12/2019,"31˚43'29"" N","100˚44'33.6"" E",4049,-,"Off of G317 between Luhuo and Wenda, on old side road that goes around tunnel.",Kobresia meadow on slope.,,-,,,,1,1,1,
589,"2019 Eaton, McKenzie, Meek, Jin",DE597,,,Orobanchaceae,Pedicularis,tatsienensis,121,7/12/2019,"31˚43'29"" N","100˚44'33.6"" E",4049,-,"Off of G317 between Luhuo and Wenda, on old side road that goes around tunnel.",Kobresia meadow on slope.,,-,,1997,,1,1,1,
590,"2019 Eaton, McKenzie, Meek, Jin",DE598,,,Orobanchaceae,Pedicularis,lyrata,121,7/12/2019,"31˚43'29"" N","100˚44'33.6"" E",4049,-,"Off of G317 between Luhuo and Wenda, on old side road that goes around tunnel.",Kobresia meadow on slope.,,-,,1997,,0,0,1,
591,"2019 Eaton, McKenzie, Meek, Jin",DE589,x,x,Orobanchaceae,Pedicularis,kansuensis,122,7/12/2019,"31˚25'25"" N","100˚37'15"" E",3233,Luhuo,On G317 between Luhuo and Garze.,Meadow surrounded by mossy conifer forest.,,pink,,,Patrick's experiment,1,1,1,
592,"2019 Eaton, McKenzie, Meek, Jin",DE590,,,Orobanchaceae,Pedicularis,cranolopha,122,7/12/2019,"31˚25'25"" N","100˚37'15"" E",3233,Luhuo,On G317 between Luhuo and Garze.,Meadow surrounded by mossy conifer forest.,,forked galea,33,,Patrick's experiment,1,1,1,
593,"2019 Eaton, McKenzie, Meek, Jin",DE591,x,x,Orobanchaceae,Pedicularis,lachnoglossa,122,7/12/2019,"31˚25'25"" N","100˚37'15"" E",3233,Luhuo,On G317 between Luhuo and Garze.,Meadow surrounded by mossy conifer forest.,,-,,,Patrick's experiment,1,1,1,
594,"2019 Eaton, McKenzie, Meek, Jin",DE592,x,x,Orobanchaceae,Pedicularis,kansuensis,122,7/12/2019,"31˚25'25"" N","100˚37'15"" E",3233,Luhuo,On G317 between Luhuo and Garze.,Meadow surrounded by mossy conifer forest.,,white,,,Patrick's experiment,1,1,1,
595,"2019 Eaton, McKenzie, Meek, Jin",DE593,,,Orobanchaceae,Pedicularis,pseudomelampyriflora,122,7/12/2019,"31˚25'25"" N","100˚37'15"" E",3233,Luhuo,On G317 between Luhuo and Garze.,Meadow surrounded by mossy conifer forest.,,-,,,Patrick's experiment,1,1,1,
596,"2019 Eaton, McKenzie, Meek, Jin",DE594,,,Orobanchaceae,Pedicularis,oliveriana,122,7/12/2019,"31˚25'25"" N","100˚37'15"" E",3233,Luhuo,On G317 between Luhuo and Garze.,Meadow surrounded by mossy conifer forest.,,-,,,Patrick's experiment,1,0,1,
597,"2019 Eaton, McKenzie, Meek, Jin",DE595,,,Orobanchaceae,Pedicularis,rex,122,7/12/2019,"31˚25'25"" N","100˚37'15"" E",3233,Luhuo,On G317 between Luhuo and Garze.,Meadow surrounded by mossy conifer forest.,,-,,,Patrick's experiment,0,0,1,
598,"2019 Eaton, McKenzie, Meek, Jin",DE596,,,Orobanchaceae,Pedicularis,alaschanica,122,7/12/2019,"31˚25'25"" N","100˚37'15"" E",3233,Luhuo,On G317 between Luhuo and Garze.,Meadow surrounded by mossy conifer forest.,,-,,,Patrick's experiment,1,1,1,
599,"2019 Eaton, McKenzie, Meek, Jin",DE599,,,Orobanchaceae,Euphrasia,sp.,123,7/13/2019,"31˚58'51.5"" N","100˚57'51.7"" E",3071,Zamtang,G317 between Wenda and Zamtang. Roadside near gas station.,Small wet meadow by river.,,-,,,,1,1,1,
600,"2019 Eaton, McKenzie, Meek, Jin",DE600,x,x,Orobanchaceae,Pedicularis,kansuensis,123,7/13/2019,"31˚58'51.5"" N","100˚57'51.7"" E",3071,Zamtang,G317 between Wenda and Zamtang. Roadside near gas station.,Small wet meadow by river.,,pink,,,,1,1,1,
601,"2019 Eaton, McKenzie, Meek, Jin",DE601,,,Orobanchaceae,Pedicularis,cristatella,123,7/13/2019,"31˚58'51.5"" N","100˚57'51.7"" E",3071,Zamtang,G317 between Wenda and Zamtang. Roadside near gas station.,Small wet meadow by river.,,-,,,,1,1,1,
602,"2019 Eaton, McKenzie, Meek, Jin",DE602,,,Orobanchaceae,Pedicularis,brevilabris,124,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,Side road off of G317 between Wenda and Zamtang.,"Scrubby roadsides near village, stream nearby.",,-,,,,1,1,1,
603,"2019 Eaton, McKenzie, Meek, Jin",DE603,,,Orobanchaceae,Pedicularis,semitorta,124,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,Side road off of G317 between Wenda and Zamtang.,"Scrubby roadsides near village, stream nearby.",,magenta,,,,1,1,1,
604,"2019 Eaton, McKenzie, Meek, Jin",DE604,,,Orobanchaceae,Pedicularis,pseudomelampyriflora,124,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,Side road off of G317 between Wenda and Zamtang.,"Scrubby roadsides near village, stream nearby.",,-,,,,1,1,1,
605,"2019 Eaton, McKenzie, Meek, Jin",DE605,x,x,Orobanchaceae,Pedicularis,kansuensis,124,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,Side road off of G317 between Wenda and Zamtang.,"Scrubby roadsides near village, stream nearby.",,pink,,,,1,1,1,
606,"2019 Eaton, McKenzie, Meek, Jin",DE606,,,Orobanchaceae,Pedicularis,cristatella,124,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,Side road off of G317 between Wenda and Zamtang.,"Scrubby roadsides near village, stream nearby.",,-,,,,1,1,1,
607,"2019 Eaton, McKenzie, Meek, Jin",DE607,,,Orobanchaceae,Pedicularis,cranolopha,124,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,Side road off of G317 between Wenda and Zamtang.,"Scrubby roadsides near village, stream nearby.",,-,,,,1,1,1,
608,"2019 Eaton, McKenzie, Meek, Jin",DE608,x,x,Orobanchaceae,Pedicularis,rhinanthoides,124,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,Side road off of G317 between Wenda and Zamtang.,"Scrubby roadsides near village, stream nearby.",,-,,,,1,1,1,
609,"2019 Eaton, McKenzie, Meek, Jin",DE609,x,x,Orobanchaceae,Pedicularis,bidentata,125,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,"Side road off of G317 between Wenda and Zamtang, higher than site 124.",Meadow with adjacent forest near stream.,,-,,,,1,1,1,
610,"2019 Eaton, McKenzie, Meek, Jin",DE610,,,Orobanchaceae,Pedicularis,szetschuanica,125,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,"Side road off of G317 between Wenda and Zamtang, higher than site 124.",Meadow with adjacent forest near stream.,,-,,,,1,1,1,
611,"2019 Eaton, McKenzie, Meek, Jin",DE611,x,x,Orobanchaceae,Pedicularis,decorissima,125,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,"Side road off of G317 between Wenda and Zamtang, higher than site 124.",Meadow with adjacent forest near stream.,,purple,,,,1,1,1,
612,"2019 Eaton, McKenzie, Meek, Jin",DE612,x,x,Orobanchaceae,Pedicularis,lachnoglossa,126,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,"Side road off of G317 between Wenda and Zamtang, higher than site 124.",Wet meadow near stream with Rhododendron shrubs.,,-,,,,1,1,1,
613,"2019 Eaton, McKenzie, Meek, Jin",DE613,x,x,Orobanchaceae,Pedicularis,armata,126,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,"Side road off of G317 between Wenda and Zamtang, higher than site 124.",Wet meadow near stream with Rhododendron shrubs.,,-,,,,1,0,1,
614,"2019 Eaton, McKenzie, Meek, Jin",DE614,,,Orobanchaceae,Pedicularis,tatsienensis,126,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,"Side road off of G317 between Wenda and Zamtang, higher than site 124.",Wet meadow near stream with Rhododendron shrubs.,,-,,,,1,1,1,
615,"2019 Eaton, McKenzie, Meek, Jin",DE615,,,Orobanchaceae,Pedicularis,souliei,126,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,"Side road off of G317 between Wenda and Zamtang, higher than site 124.",Wet meadow near stream with Rhododendron shrubs.,,-,,,,1,0,1,
616,"2019 Eaton, McKenzie, Meek, Jin",DE616,x,x,Orobanchaceae,Pedicularis,bidentata,126,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,"Side road off of G317 between Wenda and Zamtang, higher than site 124.",Wet meadow near stream with Rhododendron shrubs.,,-,,,,1,0,1,
617,"2019 Eaton, McKenzie, Meek, Jin",DE617,x,x,Orobanchaceae,Pedicularis,rhinanthoides,126,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,"Side road off of G317 between Wenda and Zamtang, higher than site 124.",Wet meadow near stream with Rhododendron shrubs.,,-,,,,1,0,1,
618,"2019 Eaton, McKenzie, Meek, Jin",DE618,,,Orobanchaceae,Pedicularis,minima,127,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,"Side road off of G317 between Wenda and Zamtang, higher than site 124, at peak/ridge, near lake.","Wet meadow, scree slopes surrounding.",,"pink/purple flowers, growing like a cushion plant",,,,1,1,1,
619,"2019 Eaton, McKenzie, Meek, Jin",DE619,,,Orobanchaceae,Pedicularis,debilis var. debilior,127,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,"Side road off of G317 between Wenda and Zamtang, higher than site 124, at peak/ridge, near lake.","Wet meadow, scree slopes surrounding.",,purple,,,,1,1,1,
620,"2019 Eaton, McKenzie, Meek, Jin",DE620,,,Orobanchaceae,Pedicularis,cinerascens,127,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,"Side road off of G317 between Wenda and Zamtang, higher than site 124, at peak/ridge, near lake.","Wet meadow, scree slopes surrounding.",,white w/ purple galea,,,,1,1,1,
621,"2019 Eaton, McKenzie, Meek, Jin",DE621,,,Orobanchaceae,Pedicularis,anas,127,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,"Side road off of G317 between Wenda and Zamtang, higher than site 124, at peak/ridge, near lake.","Wet meadow, scree slopes surrounding.",,dark purple,,,,1,0,1,
622,"2019 Eaton, McKenzie, Meek, Jin",DE622,x,x,Orobanchaceae,Pedicularis,longiflora,127,7/13/2019,"32˚8'19.3"" N","101˚2'24"" E",3288,Zamtang,"Side road off of G317 between Wenda and Zamtang, higher than site 124, at peak/ridge, near lake.","Wet meadow, scree slopes surrounding.",,whitish around margin of lower lips,,,,1,0,1,
623,"2019 Eaton, McKenzie, Meek, Jin",DE623,,,Orobanchaceae,Pedicularis,semitorta,128,7/13/2019,"32˚18'36"" N","100˚50'13"" E",3465,Zamtang,Northwest of Zamtang on side road leading to Sertar.,"Valley with river and forested slopes, some logging.",,magenta,31,,,1,1,1,
624,"2019 Eaton, McKenzie, Meek, Jin",DE624,,,Orobanchaceae,Pedicularis,brevilabris,128,7/13/2019,"32˚18'36"" N","100˚50'13"" E",3465,Zamtang,Northwest of Zamtang on side road leading to Sertar.,"Valley with river and forested slopes, some logging.",,-,,,,1,1,1,
625,"2019 Eaton, McKenzie, Meek, Jin",DE625,x,x,Orobanchaceae,Pedicularis,bidentata,128,7/13/2019,"32˚18'36"" N","100˚50'13"" E",3465,Zamtang,Northwest of Zamtang on side road leading to Sertar.,"Valley with river and forested slopes, some logging.",,-,,,,1,1,1,
626,"2019 Eaton, McKenzie, Meek, Jin",DE626,,,Orobanchaceae,Pedicularis,szetschuanica,128,7/13/2019,"32˚18'36"" N","100˚50'13"" E",3465,Zamtang,Northwest of Zamtang on side road leading to Sertar.,"Valley with river and forested slopes, some logging.",,-,,,,1,1,1,
627,"2019 Eaton, McKenzie, Meek, Jin",DE627,x,x,Orobanchaceae,Pedicularis,rhinanthoides,128,7/13/2019,"32˚18'36"" N","100˚50'13"" E",3465,Zamtang,Northwest of Zamtang on side road leading to Sertar.,"Valley with river and forested slopes, some logging.",,-,,,,1,1,1,
628,"2019 Eaton, McKenzie, Meek, Jin",DE628,x,x,Orobanchaceae,Pedicularis,bidentata,129,7/14/2019,"32˚19'15"" N","101˚4'7.7"" E",3942,Zamtang,"On Alliang Rd. NE of Zamtang, between Zamtang and Gaduoxiang.","Alpine dry meadow, grazed.",,-,,,,1,1,1,
629,"2019 Eaton, McKenzie, Meek, Jin",DE629,,,Orobanchaceae,Pedicularis,szetschuanica,129,7/14/2019,"32˚19'15"" N","101˚4'7.7"" E",3942,Zamtang,"On Alliang Rd. NE of Zamtang, between Zamtang and Gaduoxiang.","Alpine dry meadow, grazed.",,-,,,,0,1,1,
630,"2019 Eaton, McKenzie, Meek, Jin",DE630,,,Orobanchaceae,Pedicularis,semitorta,129,7/14/2019,"32˚19'15"" N","101˚4'7.7"" E",3942,Zamtang,"On Alliang Rd. NE of Zamtang, between Zamtang and Gaduoxiang.","Alpine dry meadow, grazed.",,purple,,,,1,1,1,
631,"2019 Eaton, McKenzie, Meek, Jin",DE631,,,Orobanchaceae,Pedicularis,pseudoingens,130,7/14/2019,"32˚19'31"" N","101˚4'50.3"" E",3667,Zamtang,On Alliang Rd. between Zamtang and Gaduoxiang.,Shrubby valley with stream.,,seemingly all glabrous filaments though...,,,,1,1,1,
632,"2019 Eaton, McKenzie, Meek, Jin",DE632,,,Orobanchaceae,Pedicularis,brevilabris,130,7/14/2019,"32˚19'31"" N","101˚4'50.3"" E",3667,Zamtang,On Alliang Rd. between Zamtang and Gaduoxiang.,Shrubby valley with stream.,,-,,,,1,1,1,
633,"2019 Eaton, McKenzie, Meek, Jin",DE633,,,Orobanchaceae,Pedicularis,semitorta,130,7/14/2019,"32˚19'31"" N","101˚4'50.3"" E",3667,Zamtang,On Alliang Rd. between Zamtang and Gaduoxiang.,Shrubby valley with stream.,,purple,,,,1,1,1,
634,"2019 Eaton, McKenzie, Meek, Jin",DE634,x,x,Orobanchaceae,Pedicularis,longiflora,130,7/14/2019,"32˚19'31"" N","101˚4'50.3"" E",3667,Zamtang,On Alliang Rd. between Zamtang and Gaduoxiang.,Shrubby valley with stream.,,lighter color on margin of lower lips,,,,1,1,1,
635,"2019 Eaton, McKenzie, Meek, Jin",DE635,x,x,Orobanchaceae,Pedicularis,bidentata,130,7/14/2019,"32˚19'31"" N","101˚4'50.3"" E",3667,Zamtang,On Alliang Rd. between Zamtang and Gaduoxiang.,Shrubby valley with stream.,,-,,,,1,1,1,
636,"2019 Eaton, McKenzie, Meek, Jin",DE636,,,Orobanchaceae,Pedicularis,anas,130,7/14/2019,"32˚19'31"" N","101˚4'50.3"" E",3667,Zamtang,On Alliang Rd. between Zamtang and Gaduoxiang.,Shrubby valley with stream.,,pale yellow,,,,1,1,1,
637,"2019 Eaton, McKenzie, Meek, Jin",DE637,x,x,Orobanchaceae,Pedicularis,kansuensis,130,7/14/2019,"32˚19'31"" N","101˚4'50.3"" E",3667,Zamtang,On Alliang Rd. between Zamtang and Gaduoxiang.,Shrubby valley with stream.,,pink,,,,1,1,1,
638,"2019 Eaton, McKenzie, Meek, Jin",DE638,x,x,Orobanchaceae,Pedicularis,rhinanthoides,130,7/14/2019,"32˚19'31"" N","101˚4'50.3"" E",3667,Zamtang,On Alliang Rd. between Zamtang and Gaduoxiang.,Shrubby valley with stream.,,-,,,,1,1,1,
639,"2019 Eaton, McKenzie, Meek, Jin",DE639,x,x,Orobanchaceae,Pedicularis,rhinanthoides,131,7/14/2019,"32˚20'15"" N","101˚25'15"" E",4300,Zamtang,"On side road east from Gaduoxiang past Shangrangtang Xiang, on smaller road into mountains leading to mountain lake - Cuo Ga'erma.","High alpine meadow near lake with scree slopes, grazing yaks.",,-,,,,1,1,1,
640,"2019 Eaton, McKenzie, Meek, Jin",DE640,,,Orobanchaceae,Pedicularis,anas,131,7/14/2019,"32˚20'15"" N","101˚25'15"" E",4300,Zamtang,"On side road east from Gaduoxiang past Shangrangtang Xiang, on smaller road into mountains leading to mountain lake - Cuo Ga'erma.","High alpine meadow near lake with scree slopes, grazing yaks.",,"pale yellow fl, some w/ pale purple on galea",,,,1,1,1,
641,"2019 Eaton, McKenzie, Meek, Jin",DE641,x,x,Orobanchaceae,Pedicularis,verticillata,131,7/14/2019,"32˚20'15"" N","101˚25'15"" E",4300,Zamtang,"On side road east from Gaduoxiang past Shangrangtang Xiang, on smaller road into mountains leading to mountain lake - Cuo Ga'erma.","High alpine meadow near lake with scree slopes, grazing yaks.",,"fl white w/ pink venation, pink galea",,,,1,1,1,
642,"2019 Eaton, McKenzie, Meek, Jin",DE642,,,Orobanchaceae,Pedicularis,souliei,131,7/14/2019,"32˚20'15"" N","101˚25'15"" E",4300,Zamtang,"On side road east from Gaduoxiang past Shangrangtang Xiang, on smaller road into mountains leading to mountain lake - Cuo Ga'erma.","High alpine meadow near lake with scree slopes, grazing yaks.",,-,,,,1,1,1,
643,"2019 Eaton, McKenzie, Meek, Jin",DE643,x,x,Orobanchaceae,Pedicularis,armata,131,7/14/2019,"32˚20'15"" N","101˚25'15"" E",4300,Zamtang,"On side road east from Gaduoxiang past Shangrangtang Xiang, on smaller road into mountains leading to mountain lake - Cuo Ga'erma.","High alpine meadow near lake with scree slopes, grazing yaks.",,-,32,,,1,1,1,
644,"2019 Eaton, McKenzie, Meek, Jin",DE644,x,x,Orobanchaceae,Pedicularis,longiflora,131,7/14/2019,"32˚20'15"" N","101˚25'15"" E",4300,Zamtang,"On side road east from Gaduoxiang past Shangrangtang Xiang, on smaller road into mountains leading to mountain lake - Cuo Ga'erma.","High alpine meadow near lake with scree slopes, grazing yaks.",,-,,,,0,1,1,
645,"2019 Eaton, McKenzie, Meek, Jin",DE645,x,x,Orobanchaceae,Pedicularis,rupicola var. rupicola,131,7/14/2019,"32˚20'15"" N","101˚25'15"" E",4300,Zamtang,"On side road east from Gaduoxiang past Shangrangtang Xiang, on smaller road into mountains leading to mountain lake - Cuo Ga'erma.","High alpine meadow near lake with scree slopes, grazing yaks.",,v. small purple flowers w/ dark purple venation on galea and throat,,,,1,1,1,
646,"2019 Eaton, McKenzie, Meek, Jin",DE646,,,Orobanchaceae,Pedicularis,tristis,131,7/14/2019,"32˚20'15"" N","101˚25'15"" E",4300,Zamtang,"On side road east from Gaduoxiang past Shangrangtang Xiang, on smaller road into mountains leading to mountain lake - Cuo Ga'erma.","High alpine meadow near lake with scree slopes, grazing yaks.",,-,,,,1,1,1,
647,"2019 Eaton, McKenzie, Meek, Jin",DE647,,,Orobanchaceae,Pedicularis,cristatella,132,7/16/2019,"31˚30'55"" N","100˚41'30"" E",3215,Luhuo,On G317 between Luhuo and Wenda.,Dry rocky slope in river valley.,,-,,1997; Historical site 46,,0,1,1,
648,"2019 Eaton, McKenzie, Meek, Jin",DE648,x,x,Orobanchaceae,Pedicularis,kansuensis,132,7/16/2019,"31˚30'55"" N","100˚41'30"" E",3215,Luhuo,On G317 between Luhuo and Wenda.,Dry rocky slope in river valley.,,-,,,,1,1,1,
649,"2019 Eaton, McKenzie, Meek, Jin",DE649,,,Orobanchaceae,Pedicularis,pseudomelampyriflora,132,7/16/2019,"31˚30'55"" N","100˚41'30"" E",3215,Luhuo,On G317 between Luhuo and Wenda.,Dry rocky slope in river valley.,,-,,,,1,1,1,
650,"2019 Eaton, McKenzie, Meek, Jin",DE650,x,x,Orobanchaceae,Pedicularis,lachnoglossa,46,7/16/2019,"31˚39'27"" N","100˚42'4.7"" E",3600,Luhuo,On G213 between Luhuo and Wenda. Side road into canyon.,Wet meadow and forested hillside near stream.,,-,,,,1,1,1,
651,"2019 Eaton, McKenzie, Meek, Jin",DE651,x,x,Orobanchaceae,Pedicularis,longiflora,46,7/16/2019,"31˚39'27"" N","100˚42'4.7"" E",3600,Luhuo,On G213 between Luhuo and Wenda. Side road into canyon.,Wet meadow and forested hillside near stream.,,-,,,,1,1,1,
652,"2019 Eaton, McKenzie, Meek, Jin",DE652,,,Orobanchaceae,Pedicularis,ingens,133,7/16/2019,"31˚41'45.5"" N","100˚42'18"" E",3667,Luhuo,On G213 between Luhuo and Wenda.,"Forested hillside, mixed conifers, large population of macaques.",,-,,1997; Historical site 44,,1,1,1,
653,"2019 Eaton, McKenzie, Meek, Jin",DE653,,,Orobanchaceae,Pedicularis,semitorta,133,7/16/2019,"31˚41'45.5"" N","100˚42'18"" E",3667,Luhuo,On G213 between Luhuo and Wenda.,"Forested hillside, mixed conifers, large population of macaques.",,-,,,,1,2,1,
654,"2019 Eaton, McKenzie, Meek, Jin",DE654,x,x,Orobanchaceae,Pedicularis,kansuensis,133,7/16/2019,"31˚41'45.5"" N","100˚42'18"" E",3667,Luhuo,On G213 between Luhuo and Wenda.,"Forested hillside, mixed conifers, large population of macaques.",,"pink, purple venation",,,,0,1,1,
655,"2019 Eaton, McKenzie, Meek, Jin",DE655,,,Orobanchaceae,Pedicularis,decorissima,133,7/16/2019,"31˚41'45.5"" N","100˚42'18"" E",3667,Luhuo,On G213 between Luhuo and Wenda.,"Forested hillside, mixed conifers, large population of macaques.",,-,,1997; Historical site 44,,1,1,1,
656,"2019 Eaton, McKenzie, Meek, Jin",DE656,,,Orobanchaceae,Pedicularis,cyathophylla,133,7/16/2019,"31˚41'45.5"" N","100˚42'18"" E",3667,Luhuo,On G213 between Luhuo and Wenda.,"Forested hillside, mixed conifers, large population of macaques.",,light purple,,,,1,1,1,
657,"2019 Eaton, McKenzie, Meek, Jin",DE657,,,Orobanchaceae,Pedicularis,cranolopha,134,7/17/2019,"32˚5'26"" N","102˚33'48"" E",3382,Aba,On S209 between Barkam and Rangkou.,Forest understory near roadside. Wet rocky/muddy soil near stream.,,not forked,,,,1,1,1,
658,"2019 Eaton, McKenzie, Meek, Jin",DE658,x,x,Orobanchaceae,Pedicularis,bidentata,134,7/17/2019,"32˚5'26"" N","102˚33'48"" E",3382,Aba,On S209 between Barkam and Rangkou.,Forest understory near roadside. Wet rocky/muddy soil near stream.,,-,,,,1,1,1,
659,"2019 Eaton, McKenzie, Meek, Jin",DE659,x,x,Orobanchaceae,Pedicularis,davidii,134,7/17/2019,"32˚5'26"" N","102˚33'48"" E",3382,Aba,On S209 between Barkam and Rangkou.,Forest understory near roadside. Wet rocky/muddy soil near stream.,,-,,,,1,1,1,
660,"2019 Eaton, McKenzie, Meek, Jin",DE660,,,Orobanchaceae,Pedicularis,torta,134,7/17/2019,"32˚5'26"" N","102˚33'48"" E",3382,Aba,On S209 between Barkam and Rangkou.,Forest understory near roadside. Wet rocky/muddy soil near stream.,,"yellow flowers, red galea",,,,1,1,1,
661,"2019 Eaton, McKenzie, Meek, Jin",DE661,x,x,Orobanchaceae,Pedicularis,rhinanthoides,134,7/17/2019,"32˚5'26"" N","102˚33'48"" E",3382,Aba,On S209 between Barkam and Rangkou.,Forest understory near roadside. Wet rocky/muddy soil near stream.,,-,,,,1,1,1,
662,"2019 Eaton, McKenzie, Meek, Jin",DE662,x,x,Orobanchaceae,Pedicularis,kansuensis,135,7/17/2019,"32˚19'20.7"" N","102˚27'19.5"" E",3647,Aba,On S209 between Barkam and Rangkou.,Wet meadow with stream.,,"pink flowers, darker venation",,,,1,1,1,
663,"2019 Eaton, McKenzie, Meek, Jin",DE663,,,Orobanchaceae,Pedicularis,lutescens,135,7/17/2019,"32˚19'20.7"" N","102˚27'19.5"" E",3647,Aba,On S209 between Barkam and Rangkou.,Wet meadow with stream.,,-,,,,1,1,1,
664,"2019 Eaton, McKenzie, Meek, Jin",DE664,x,x,Orobanchaceae,Pedicularis,davidii,135,7/17/2019,"32˚19'20.7"" N","102˚27'19.5"" E",3647,Aba,On S209 between Barkam and Rangkou.,Wet meadow with stream.,,-,,,,1,1,1,
665,"2019 Eaton, McKenzie, Meek, Jin",DE665,,,Orobanchaceae,Pedicularis,anas,135,7/17/2019,"32˚19'20.7"" N","102˚27'19.5"" E",3647,Aba,On S209 between Barkam and Rangkou.,Wet meadow with stream.,,dark purple,,,,1,1,1,
666,"2019 Eaton, McKenzie, Meek, Jin",DE666,,,Orobanchaceae,Pedicularis,pectinatiformis,135,7/17/2019,"32˚19'20.7"" N","102˚27'19.5"" E",3647,Aba,On S209 between Barkam and Rangkou.,Wet meadow with stream.,,-,,,,1,0,1,
667,"2019 Eaton, McKenzie, Meek, Jin",DE667,x,x,Orobanchaceae,Pedicularis,rhinanthoides,135,7/17/2019,"32˚19'20.7"" N","102˚27'19.5"" E",3647,Aba,On S209 between Barkam and Rangkou.,Wet meadow with stream.,,-,,,,1,1,1,
